Ticket #,Customer Complaint,Category,Date,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Estimated time of resolution
337290,comcast intrnet,,06-12-2015,14:56:08,Internet,Knoxville,Tennessee,37909,closed,No,
337481,Refusal to Prorate for Services Not Recieved,,06-12-2015,15:56:55,Internet,Knoxville,Tennessee,37914,closed,No,
336690,Comcast Data Caps,,06-12-2015,11:52:00,Customer Care Call,Knoxville,Tennessee,37919,closed,No,
338930,Data soft cap and charges from Comcast,,13-06-2015,12:05:30,Customer Care Call,Knoxville,Tennessee,37920,open,No,
338970,Comcast Speed and Cap misinformation,,13-06-2015,12:43:14,Customer Care Call,Knoxville,Tennessee,37918,open,No,
339321,Comcast Excessive Overages,,13-06-2015,16:32:42,Internet,Knoxville,Tennessee,37912,closed,No,
339351,Comcast Data Caps for Home Internet Service,,13-06-2015,17:03:10,Internet,Knoxville,Tennessee,37917,open,No,
339600,Comcast,,13-06-2015,22:20:36,Customer Care Call,Knoxville,Tennessee,37918,open,No,
339770,Comcast monthly data usage cap,,14-06-2015,09:21:34,Customer Care Call,Knoxville,Tennessee,37918,open,No,
340029,Comcast data limits and overage charges,,14-06-2015,16:11:14,Internet,Knoxville,Tennessee,37917,closed,No,
342298,Comcast Data Use Caps,,15-06-2015,20:19:23,Internet,Knoxville,Tennessee,37914,open,No,
343023,Data Caps,,16-06-2015,11:48:59,Internet,Knoxville,Tennessee,37923,open,No,
348451,Service out/no customer service provided,,18-06-2015,11:47:15,Customer Care Call,Knoxville,Tennessee,37909,closed,No,
353784,Comcast Data Usage,,20-06-2015,13:09:23,Customer Care Call,Knoxville,Tennessee,37919,open,No,
360167,Forced data capping,,23-06-2015,21:07:30,Internet,Knoxville,Tennessee,37909,open,Yes,
360358,Comcast Costs,,23-06-2015,22:29:07,Internet,Knoxville,Tennessee,37916,open,No,
360742,Unfair Billing Practices,,24-06-2015,02:00:16,Internet,Knoxville,Tennessee,37909,open,No,
368771,Request to transfer e-mail account from Comcast.,,26-06-2015,16:20:12,Customer Care Call,Kunkletown,Pennsylvania,10858,closed,No,
356498,Comcast Data Cap,,22-06-2015,16:37:03,Customer Care Call,La Follette,Tennessee,37766,closed,No,
215483,complaint against comcast/infinity,,04-02-2015,21:22:12,Internet,Lafayette,California,94549,closed,No,
326978,Complaint about service provided by Comcast/Xfinity,,06-06-2015,16:23:14,Internet,Lafayette,Indiana,47909,closed,No,
366507,Problems with Comcast,,25-06-2015,17:20:34,Customer Care Call,Lafayette,Indiana,47904,closed,No,
251408,Service Provided is Not What was Promised,,22-04-2015,21:20:05,Internet,Lake City,Florida,32025,closed,No,
305358,Email account removed,,24-05-2015,16:02:49,Customer Care Call,Lake City,Florida,32025,closed,No,
372351,internet,,29-06-2015,13:52:24,Internet,Lake Lotwawana,Missouri,64086,closed,No,
342487,Billing fraud by Comcast,,15-06-2015,23:40:30,Internet,Lake Oswego,Oregon,97035,closed,No,
350930,Comcast,,19-06-2015,01:36:03,Customer Care Call,Lake Station,Indiana,46405,closed,No,
317426,internet availability for students,,06-01-2015,16:59:16,Internet,Lake Tapps,Washington,98391,open,Yes,
258370,billing,,27-04-2015,10:38:03,Internet,Lake Worth,Florida,33467,closed,No,
301352,Comcast internet,,21-05-2015,13:46:25,Internet,Lake Worth,Florida,33461,closed,No,
349083,Comcast Internet Billing,,18-06-2015,14:27:51,Customer Care Call,Lake Worth,Florida,33467,open,Yes,
272570,Inability to call 911 service during a power outage,,05-04-2015,18:32:40,Customer Care Call,Lakewood,Colorado,80227,closed,No,
322200,Comcast monopoly hurting my business,,06-03-2015,19:39:35,Customer Care Call,Lakewood,Colorado,80215,open,No,
359672,Comcast-Billing,,23-06-2015,18:14:10,Internet,Lakewood,Colorado,80214,closed,No,
370657,Internet speed not as advertised,,27-06-2015,23:49:04,Customer Care Call,Lakewood,Colorado,80228,open,No,
375292,Underhanded sales techniques,,30-06-2015,15:59:45,Internet,Lakewood,Colorado,80215,open,No,
360760,Comcast Internet,,24-06-2015,02:25:45,Internet,Lakewood,Washington,98498,open,Yes,
224907,Internet/Phone Billing Services,,04-08-2015,17:14:27,Internet,Lancaster,Pennsylvania,17601,closed,No,
327394,Fraudulent billing practice,,06-07-2015,13:35:54,Customer Care Call,Lancaster,Pennsylvania,17602,closed,No,
359952,Not receiving network speed as advertised,,23-06-2015,19:44:18,Customer Care Call,Lancaster,Pennsylvania,17603,open,No,
217488,Internet Speed/Service,,04-03-2015,23:45:34,Internet,Lansing,Michigan,48917,closed,No,
254865,Comcast not honoring agreement,,24-04-2015,11:10:28,Customer Care Call,Lansing,Michigan,48910,closed,No,
287152,Falsified unreturned equipment fees,,13-05-2015,10:12:47,Internet,Lansing,Michigan,48912,closed,No,
360633,Slow comcast internet,,24-06-2015,00:29:01,Customer Care Call,Lansing,Michigan,48917,closed,No,
360805,Comcast not delivering advertised speed,,24-06-2015,03:40:52,Internet,Lansing,Michigan,48917,open,No,
368658,Comcast Support,,26-06-2015,15:40:10,Internet,Lansing,Michigan,48911,open,No,
268345,Several issues,,05-01-2015,11:47:17,Internet,Lantana,Florida,33462,closed,No,
281869,Inappropriate billing,,05-09-2015,14:10:19,Customer Care Call,Lantana,Florida,33462,closed,No,
290320,comcast internet offer,,14-05-2015,15:43:29,Internet,Larkspur,California,94939,closed,No,
323021,Comcast Las Cruces New Mexico,,06-04-2015,11:50:46,Customer Care Call,Las Cruces,New Mexico,88011,closed,No,
371411,Unfair Billing Practices,,29-06-2015,00:41:11,Customer Care Call,Las Cruces,New Mexico,88011,closed,No,
270736,Comcast Stockholder Response,,05-03-2015,17:36:02,Customer Care Call,Las Vegas,Nevada,89104,closed,No,
334003,Xfinity Cable & Internet repackage scam,,06-10-2015,21:50:41,Customer Care Call,Lauderhill,Florida,33313,closed,No,
312662,Constant loss of account,,28-05-2015,21:13:08,Customer Care Call,Laurel,Maryland,20708,closed,Yes,
361873,Xfinity Slow Internet,,24-06-2015,13:16:18,Customer Care Call,Laurel,Maryland,20708,closed,No,
375959,Comcast Poor Customer Service and Degraded Service,,30-06-2015,19:19:20,Internet,Laurel,Maryland,20708,closed,No,
262831,Data cap,,28-04-2015,19:53:37,Customer Care Call,Laurel,Mississippi,39440,closed,No,
328006,Comcast Internet,,06-08-2015,11:05:55,Customer Care Call,Laurel,Mississippi,39440,closed,No,
351933,Billing discrepancies and misrepresentation of package prices,,19-06-2015,13:40:08,Internet,Lawranceville,Georgia,30045,closed,No,
228320,Comcast Cancellation,,04-10-2015,11:06:01,Internet,Lawrenceville,Georgia,30044,closed,No,
289071,Comcast Data Limit,,14-05-2015,00:16:01,Customer Care Call,Lawrenceville,Georgia,30045,closed,No,
372425,Comcast Data Cap,,29-06-2015,14:15:07,Internet,Lawrenceville,Georgia,30045,open,No,
277366,lack of service and speed,,05-06-2015,21:42:42,Internet,League City,Texas,77573,closed,No,
370440,Comcast in violation of merger terms,,27-06-2015,19:18:54,Customer Care Call,League City,Texas,77539,closed,No,
360320,online adertised price was not honored over phone,,23-06-2015,22:16:01,Internet,Lebanon,New Hampshire,3766,closed,No,
358703,"Comcast inflated and ""undetermined"", ever-increasing rates",,23-06-2015,14:39:13,Customer Care Call,Lebanon,New Jersey,8833,open,No,
362928,Locals,,24-06-2015,17:24:09,Customer Care Call,Lebanon,Oregon,97355,open,No,
260336,comcast fees and internet services,,27-04-2015,21:21:34,Customer Care Call,Lebanon,Pennsylvania,17046,closed,No,
233974,Blocking the viewing of websites,,14-04-2015,10:03:37,Customer Care Call,Lehigh Acres,Florida,33974,closed,No,
299683,bait and switch,,20-05-2015,15:46:39,Internet,Lehigh Acres,Florida,33936,open,No,
360791,Unfair pricing,,24-06-2015,03:06:22,Internet,Lehigh Acres,Florida,33936,open,Yes,
347557,unresponsive calls to customer service regarding wifi hotspots,,17-06-2015,22:06:54,Customer Care Call,Lemont,Illinois,60439,open,No,
222075,COMCAST BILLING,,04-07-2015,15:03:43,Customer Care Call,Levittown,Pennsylvania,19055,closed,Yes,
332408,Comcast promised credits by superviser,,06-10-2015,11:46:59,Internet,Levittown,Pennsylvania,19055,open,No,
327786,bait & switch,,06-08-2015,06:18:48,Internet,Lilburn,Georgia,30047,closed,No,
362485,Data Caps,,24-06-2015,15:49:24,Internet,Lilburn,Georgia,30047,open,No,
360828,Data caps,,24-06-2015,04:21:19,Internet,Lilburn,Georgia,30047,open,Yes,
374157,Comcast data cap,,30-06-2015,10:32:56,Internet,Lilburn,Georgia,30047,open,No,
218049,cheating customer,,04-04-2015,17:45:02,Internet,Lincolnwood,Illinois,60712,closed,No,
344415,Comcast Bundled Services,,16-06-2015,19:49:59,Customer Care Call,Lindenwold,New Jersey,8021,open,Yes,
341950,Xfinity unable to correct issue of losing connection,,15-06-2015,17:40:17,Internet,Linwood,New Jersey,8221,open,No,
360235,Comcast,,23-06-2015,21:44:45,Internet,Lisle,Illinois,60532,closed,No,
368198,Monopolistic Billing Practices,,26-06-2015,13:34:44,Internet,Lisle,Illinois,60532,closed,No,
256913,300 GB monthly allowance,,25-04-2015,13:10:02,Customer Care Call,Lithia Springs,Georgia,30122,closed,No,
360550,Comcast Data Cap,,23-06-2015,23:36:42,Internet,Lithia Springs,Georgia,30122,open,Yes,
221665,Internet down,,04-07-2015,13:17:58,Internet,Lithonia,Georgia,30058,closed,No,
263720,Comcast Data Threshold,,29-04-2015,11:30:36,Customer Care Call,Lithonia,Georgia,30058,closed,No,
312637,customer service,,28-05-2015,20:49:57,Internet,Lithonia,Georgia,30058,open,No,
354540,customer service & price,,21-06-2015,10:39:53,Internet,Lithonia,Georgia,30058,closed,No,
372723,Loss of Electronics/Poor Customer Service/Faulty Grounding,,29-06-2015,15:35:57,Customer Care Call,Lithonia,Georgia,30058,closed,No,
274026,Ongoing Comcast internet outages.,,05-05-2015,14:42:31,Customer Care Call,Little Rock,Arkansas,72203,closed,No,
359868,unfair Internet prices,,23-06-2015,19:18:44,Customer Care Call,Little Rock,Arkansas,72223,closed,No,
362556,Comcast internet Dropping out,,24-06-2015,16:00:43,Internet,Little Rock,Arkansas,72223,closed,No,
361742,Comcast Problems,,24-06-2015,12:44:28,Customer Care Call,Little Rock,Arkansas,72205,closed,No,
338149,Overcharged for underperforming services,,06-12-2015,18:20:55,Customer Care Call,Littleton,Colorado,80123,closed,No,
369960,I am being throttled by Comcast,,27-06-2015,13:14:37,Internet,Littleton,Colorado,80123,closed,No,
231375,Comcast Unfair Billing Practices,,04-12-2015,18:07:28,Internet,Littleton,Massachusetts,1460,closed,No,
213817,comcast billing shutting off service,,04-02-2015,11:23:54,Customer Care Call,Live Oak,California,95953,open,No,
374291,comcastcomcas,,30-06-2015,11:19:50,Internet,Lndianapolis,Indiana,46228,open,No,
211472,comcast cable,,04-01-2015,10:43:20,Customer Care Call,Lockport,Illinois,60441,closed,No,
231374,Fraudulent Billing practices by Comcast,,04-12-2015,18:03:51,Customer Care Call,Locust Grove,Virginia,22508,closed,No,
344348,Services Interrupted,,16-06-2015,19:12:42,Customer Care Call,Locust Grove,Virginia,22508,closed,No,
352012,Internet contract issue,,19-06-2015,14:00:04,Internet,Lodi,California,95242,closed,No,
366778,Comcast Billing,,25-06-2015,18:47:13,Internet,Logan,Utah,84321,closed,Yes,
291331,Xfinity: Bogus modem charges,,15-05-2015,09:56:08,Internet,Loganville,Georgia,30052,closed,No,
316040,n/a (b) (6),,31-05-2015,21:25:28,Internet,Loganville,Georgia,30052,open,No,
351393,Comcast,,19-06-2015,11:20:13,Customer Care Call,Loganville,Georgia,30052,closed,No,
361105,Poor Customer Service and Internet Availability,,24-06-2015,09:58:38,Internet,Loganville,Georgia,30052,closed,No,
324702,Comcast Service,,06-05-2015,08:14:46,Customer Care Call,Lonaconing,Maryland,21539,closed,No,
362024,internet service and phone service,,24-06-2015,13:54:04,Internet,Long Grove,Illinois,60047,closed,No,
361528,Xfinity,,24-06-2015,11:59:36,Customer Care Call,Longmont,Colorado,80504,open,No,
352951,Internet Speeds and Billing Errors,,19-06-2015,18:41:29,Internet,Los Alamos,New Mexico,87544,open,Yes,
272972,Comcast Billing Issue,,05-04-2015,23:57:58,Internet,Los Angeles,California,90034,closed,No,
367365,Internet Throttling & Unfair Billing Practices,,26-06-2015,04:21:20,Internet,Los Gatos,California,95032,closed,No,
367949,Internet Throttling & Unfair Billing Practices,,26-06-2015,12:04:31,Internet,Los Gatos,California,95032,closed,No,
375794,Comcast False Advertising,,30-06-2015,18:16:26,Internet,Los Gatos,California,95033,open,No,
370484,Speeds slower than advertised,,27-06-2015,20:08:01,Customer Care Call,Louisville,Colorado,80027,closed,No,
305856,Increase in Price of internet,,25-05-2015,13:36:39,Internet,Louisville,Tennessee,37777,closed,Yes,
362020,Comcast,,24-06-2015,13:53:15,Internet,Lowell,Massachusetts,1854,closed,Yes,
333846,Comcast internet,,06-10-2015,20:25:49,Internet,Lutherville,Maryland,21093,open,No,
340455,Slowness of Internet,,15-06-2015,09:07:16,Internet,Lynchburg,Virginia,24502,closed,No,
339012,Video Throttling,,13-06-2015,13:12:13,Internet,Lynnfield,Massachusetts,1940,closed,No,
349588,Comcast/xfinity,,18-06-2015,15:38:33,Customer Care Call,Lynnwood,Washington,98036,closed,No,
374749,Ridiculous and inconsistent billing,,30-06-2015,13:30:48,Internet,Lynnwood,Washington,98036,closed,No,
370293,Comcast over inflating Data Meter Usage,,27-06-2015,17:12:43,Customer Care Call,Mabelton,Georgia,30126,closed,No,
227906,Comcast Billing Fraud,,04-09-2015,22:38:59,Internet,Mableton,Georgia,30126,closed,No,
333248,Comcast - Incorrect Billing Issues - Has Happened on Multiple Occasions with my Account,,06-10-2015,16:27:06,Internet,Mableton,Georgia,30126,closed,No,
371924,Repeated issues with Comcast billing and customer service,,29-06-2015,11:53:31,Internet,Macomb,Illinois,61455,closed,No,
300802,Comcast Data cap,,21-05-2015,09:05:26,Customer Care Call,Madison,Alabama,35756,open,No,
361078,Unfair pricing practices,,24-06-2015,09:50:19,Internet,Madison,Alabama,35758,closed,Yes,
300500,Comcast Customer Service,,20-05-2015,20:49:38,Internet,Madison,Connecticut,6443,closed,No,
340564,Comcast Business Internet -- Not Providing Service to New Location & Will Not Terminate Contract Despite Multiple Attempts,,15-06-2015,10:16:23,Internet,Madison,Mississippi,39110,closed,No,
324188,Data Caps Discourage Commerce,,06-04-2015,18:55:59,Customer Care Call,Madison,Tennessee,37115,closed,No,
359823,Comcast Internet Is Atrocious,,23-06-2015,19:07:16,Internet,Magalia,California,95954,open,No,
365166,Comcast,,25-06-2015,13:51:26,Customer Care Call,Manahawkin,New Jersey,8059,closed,No,
371299,Internet speed,,28-06-2015,21:09:54,Customer Care Call,Manahawkin,New Jersey,8050,open,No,
270663,Comcast cancellation issue,,05-03-2015,15:41:03,Customer Care Call,Manassas,Virginia,20110,closed,No,
244436,internet availability,,20-04-2015,11:43:14,Customer Care Call,Manchester,New Hampshire,3102,closed,No,
302448,Comcast is giving me the ring around and charged me $130,,21-05-2015,19:36:45,Internet,Manchester,New Hampshire,3101,closed,No,
361007,comcast over charges,,24-06-2015,09:27:57,Internet,Manchester,New Jersey,8759,closed,Yes,
234680,Comcast Internet Billing Problems/Disrespectful Customer Service Agents,,14-04-2015,13:24:46,Internet,Manchester,Pennsylvania,17345,closed,No,
363966,Bill Flucuation,,25-06-2015,09:15:11,Customer Care Call,Manvel,Texas,77578,closed,No,
259629,Comcast internet-Price keeps changing,,27-04-2015,16:40:09,Internet,Mapleton,Utah,84664,closed,No,
221175,Comcast Continuous Modem Rental Charges,,04-07-2015,10:55:32,Customer Care Call,Margate,Florida,33063,closed,No,
360185,Comcast Throttling Internet,,23-06-2015,21:26:30,Internet,Margate,New Jersey,8402,open,Yes,
220948,Customer Service and Billing Complaint,,04-07-2015,07:42:23,Internet,Marietta,Georgia,30068,closed,No,
264114,300GB/month data cap 'trial' for several years now,,29-04-2015,13:26:32,Customer Care Call,Marietta,Georgia,30062,closed,No,
286994,Comcast data usage cap,,13-05-2015,02:54:18,Internet,Marietta,Georgia,30068,open,No,
292968,Comcast Data Caps,,16-05-2015,00:19:09,Customer Care Call,Marietta,Georgia,30067,closed,No,
293411,"Comcast and their ""data limit""",,16-05-2015,14:57:30,Internet,Marietta,Georgia,30066,closed,Yes,
295614,Comcast refuses to honor a plan that one of their sales reps offered,,18-05-2015,17:11:06,Internet,Marietta,Georgia,30066,closed,No,
316247,Comcast,,06-01-2015,09:39:09,Internet,Marietta,Georgia,30066,closed,No,
326514,Data Cap imposed without notice,,06-06-2015,06:08:52,Internet,Marietta,Georgia,30066,closed,No,
329684,Comcast charging over $600 for data,,06-08-2015,22:53:54,Customer Care Call,Marietta,Georgia,30067,closed,No,
354546,Comcast/Xfinity,,21-06-2015,10:51:49,Customer Care Call,Marietta,Georgia,30067,closed,No,
358050,Comcast Business Internet,,23-06-2015,12:17:42,Internet,Marietta,Georgia,30062,closed,No,
362909,Comcast 300GB data cap,,24-06-2015,17:19:51,Customer Care Call,Marietta,Georgia,30066,closed,No,
366944,Comcast Charges,,25-06-2015,19:56:22,Internet,Marietta,Georgia,30062,closed,No,
367546,Overcharged Internet Billing,,26-06-2015,09:47:15,Internet,Marietta,Georgia,30068,open,No,
368500,Comcast 300Gb Data Cap,,26-06-2015,14:57:56,Internet,Marietta,Georgia,30066,closed,No,
371385,Comcast - Billing Practices,,28-06-2015,23:14:57,Customer Care Call,Marietta,Georgia,30064,open,No,
318574,Comcast Billing and Service Issues,,06-02-2015,12:07:56,Customer Care Call,Markham,Illinois,60428,open,No,
359592,Intermittent poor service,,23-06-2015,17:52:17,Internet,Marlborough,Connecticut,6447,open,No,
281940,Inconsistent and poor internet performance,,05-09-2015,14:51:48,Customer Care Call,Marlton,New Jersey,5053,closed,No,
367321,Internet performance (latency/bandwidth) substantially below what I'm paying for for weeks,,26-06-2015,01:45:58,Internet,Martinez,California,94553,open,No,
224222,Comcast endless problems,,04-08-2015,14:07:47,Internet,Martinez,Georgia,30907,closed,No,
218696,Internet connection delibrately slowed down,,04-05-2015,22:06:33,Internet,Martinez,Georgia,30907,closed,No,
249355,Comcast - Customer Service/Technical Service Inferiority,,22-04-2015,01:38:59,Customer Care Call,Martinsburg,West Virginia,25403,closed,No,
337071,Comcast cable outage,,06-12-2015,13:40:52,Customer Care Call,Martinsburg,West Virginia,25405,closed,No,
236299,service not disconnected as requested. overcharged and overpaid as a result.,,15-04-2015,07:58:43,Customer Care Call,Maryland Heights,Missouri,10701,closed,No,
340647,comcast service,,15-06-2015,11:00:19,Customer Care Call,Marysville,California,95901,closed,No,
372859,INFINITY / COMCAST,,29-06-2015,16:10:08,Customer Care Call,Marysville,Washington,98271,closed,No,
291044,Datacaps,,14-05-2015,20:42:22,Customer Care Call,Maynardville,Tennessee,37807,open,No,
246635,Comcast Internet Speeds,,21-04-2015,11:02:40,Customer Care Call,Maywood,New Jersey,7607,closed,Yes,
306219,Comcast - internet service complaint,,25-05-2015,21:20:40,Internet,Mccordsville,Indiana,46055,open,No,
328801,NO Comcast-- Uverse,,06-08-2015,15:41:26,Internet,Mcdonough,Georgia,30253,closed,No,
211775,Horrible Service,,04-01-2015,12:28:58,Customer Care Call,Mckeesport,Pennsylvania,15132,closed,No,
316927,Comcast- Internet,,06-01-2015,14:21:30,Customer Care Call,Mckeesport,Pennsylvania,15132,closed,No,
335859,internet,,06-11-2015,19:47:29,Internet,Mechanicsburg,Pennsylvania,17050,closed,Yes,
337869,Wasted Time and money!,,06-12-2015,16:50:15,Customer Care Call,Medley,Florida,33178,closed,No,
334514,billing issues,,06-11-2015,11:40:59,Internet,Melvindale,Michigan,48122,closed,No,
215077,Forced to pay for Home Security Services that are inactive bundled with my internet services,,04-02-2015,17:46:46,Customer Care Call,Memphis,Tennessee,38111,closed,No,
243364,Comcast data caps,,18-04-2015,20:55:05,Internet,Memphis,Tennessee,38119,closed,Yes,
252934,Comcast,,23-04-2015,15:33:57,Customer Care Call,Memphis,Tennessee,38104,closed,No,
265590,Comcast data cap limit,,29-04-2015,22:49:16,Internet,Memphis,Tennessee,38104,closed,No,
270239,invalid sercice,,05-02-2015,17:56:40,Customer Care Call,Memphis,Tennessee,38111,closed,No,
270240,invalid sercice,,05-02-2015,17:56:41,Customer Care Call,Memphis,Tennessee,38111,closed,No,
304454,Comcast data caps,,23-05-2015,00:23:38,Customer Care Call,Memphis,Tennessee,38111,open,No,
325445,Stop the data caps of Comcast,,06-05-2015,14:06:03,Customer Care Call,Memphis,Tennessee,38111,closed,No,
333786,Lack of communication and poor customer service,,06-10-2015,19:55:27,Internet,Memphis,Tennessee,38115,open,No,
353177,Comcast Data Cap,,19-06-2015,21:06:34,Internet,Memphis,Tennessee,38016,closed,No,
363094,Comcast Overpricing,,24-06-2015,18:23:10,Customer Care Call,Memphis,Tennessee,38105,open,No,
361037,Comcast Rates,,24-06-2015,09:42:09,Customer Care Call,Memphis,Tennessee,38117,closed,No,
375276,Comcast Data Cap,,30-06-2015,15:54:17,Internet,Memphis,Tennessee,38115,open,No,
214998,Comcast refuse to honor agreed upon price / promotion,,04-02-2015,17:08:11,Internet,Menlo Park,California,94025,closed,No,
358746,Comcast slowing down,,23-06-2015,14:47:27,Customer Care Call,Menlo Park,California,94025,closed,No,
365162,Unfair billing practices,,25-06-2015,13:50:03,Internet,Meriden,New Hampshire,3770,closed,No,
372223,Poor Customer Service with Comcast,,29-06-2015,13:14:58,Customer Care Call,Meridian,Mississippi,39307,open,No,
357976,Comcast has turned my business account to third-party collections when I legitimately canceled my contract per the terms,,23-06-2015,12:03:16,Customer Care Call,Metairie,Louisiana,70003,closed,No,
351053,"Comcast still billing, after account is Closed and paid",,19-06-2015,08:53:04,Internet,Mexico,New York,13114,closed,No,
230370,comcast deceving upgrade without request,,04-11-2015,11:29:04,Customer Care Call,Miami,Florida,33177,closed,Yes,
239218,Comcast service issues.,,16-04-2015,13:06:07,Customer Care Call,Miami,Florida,33111,closed,No,
240653,"comcast internet, telephone, TV service",,16-04-2015,22:13:04,Customer Care Call,Miami,Florida,33133,closed,No,
215922,Not receiving internet and harrassing phone calls,,04-03-2015,10:35:40,Customer Care Call,Miami,Florida,33132,closed,No,
263934,Internet service,,29-04-2015,12:30:58,Internet,Miami,Florida,33172,closed,No,
265456,comcast complaint,,29-04-2015,21:07:55,Internet,Miami,Florida,33147,closed,No,
279363,Comcast is terrible,,05-07-2015,20:59:18,Internet,Miami,Florida,33186,closed,No,
282265,Comcast Internet Poor Service,,05-09-2015,23:04:43,Customer Care Call,Miami,Florida,33176,open,No,
282025,Charged for Cable Modem Rental that I have owned for 8 years,,05-09-2015,16:03:56,Internet,Miami,Florida,33157,open,No,
291461,Monthly charge for a Modem,,15-05-2015,11:11:38,Customer Care Call,Miami,Florida,33169,closed,No,
293037,Comcast service,,16-05-2015,07:46:28,Customer Care Call,Miami,Florida,33177,closed,No,
293038,Comcast service,,16-05-2015,07:46:32,Customer Care Call,Miami,Florida,33177,closed,No,
301242,COMCAST,,21-05-2015,13:07:43,Internet,Miami,Florida,33128,closed,No,
320355,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,,06-03-2015,09:31:06,Internet,Miami,Florida,33157,closed,No,
320369,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,,06-03-2015,09:36:34,Internet,Miami,Florida,33157,open,No,
340521,Failure to connect service,,15-06-2015,09:51:39,Internet,Miami,Florida,33133,closed,No,
352345,COMCAST WILL NOT CANCEL MY ACCOUNT,,19-06-2015,15:42:43,Customer Care Call,Miami,Florida,33150,closed,No,
356421,Problems with Comcast xfinity Internet service,,22-06-2015,16:17:32,Internet,Miami,Florida,33145,closed,No,
363477,"Paying for 50 Mbps from Comcast, only receiving 0.37 Mbps",,24-06-2015,21:21:29,Customer Care Call,Miami,Florida,33131,open,No,
365368,Comcast internet billing,,25-06-2015,14:12:52,Internet,Miami,Florida,33157,open,Yes,
367258,Comcast Internet being slow,,25-06-2015,23:06:47,Internet,Miami,Florida,33194,open,No,
369434,Comcast New SignUp billing bait-and-switch,,26-06-2015,21:54:59,Internet,Miami,Florida,33125,open,No,
365082,Billing,,25-06-2015,13:26:23,Internet,Miami Gardens,Florida,33056,closed,No,
355079,Lack of internet speed,,22-06-2015,08:28:43,Customer Care Call,Middleboro,Massachusetts,2346,closed,No,
262747,Comcast Poor Customer Services and Commitment,,28-04-2015,19:15:01,Internet,Middleburg,Florida,32068,closed,No,
223841,new fcc internet rules slowing down system,,04-08-2015,12:24:52,Internet,Middletown,Connecticut,6457,closed,No,
359483,Unfair pricing,,23-06-2015,17:24:45,Customer Care Call,Middletown,Maryland,21769,closed,Yes,
268773,Poor service from Comcast Xfinity,,05-01-2015,14:01:54,Internet,Milford,Delaware,19963,open,No,
360989,Internet and Cable Billing,,24-06-2015,09:13:25,Internet,Milford,Delaware,19963,closed,No,
238264,Comcast,,15-04-2015,21:08:43,Customer Care Call,Milford,Michigan,48380,closed,No,
277544,Comcast charging me for items I do not want/asked for,,05-07-2015,04:04:35,Customer Care Call,Mill Creek,Washington,98012,closed,No,
359345,Internet throttling,,23-06-2015,16:49:35,Internet,Mill Creek,Washington,98012,closed,No,
221961,Comcast - new service (ridiculously inept + not close to the speed told) added and incorrect charges on the first bill - hoping I would not notice,,04-07-2015,14:39:40,Customer Care Call,Mill Valley,California,94941,closed,No,
335917,"Second Complaint ""Comcast not honoring Marketing Materials""",,06-11-2015,20:14:04,Customer Care Call,Mill Valley,California,94941,closed,No,
353068,"Comcast committing ""Bait and Switch Fraud""",,19-06-2015,19:38:35,Customer Care Call,Mill Valley,California,94941,closed,No,
333619,Worst customer service with no resolution,,06-10-2015,18:32:17,Customer Care Call,Milpitas,California,95035,closed,No,
362974,Comcast,,24-06-2015,17:38:10,Customer Care Call,Milpitas,California,95035,open,No,
362991,Comcast billing issues,,24-06-2015,17:44:30,Customer Care Call,Milpitas,California,95035,closed,No,
361800,Paying for high speed internet and receiving low speeds,,24-06-2015,12:57:08,Internet,Milton,Delaware,19968,open,Yes,
325690,Unwilling to provide a refund for charging rent on a modem,,06-05-2015,15:18:48,Customer Care Call,Milton,Vermont,5468,closed,No,
282824,Internet connectivity issues,,05-11-2015,01:33:11,Customer Care Call,Milwaukie,Oregon,97222,closed,No,
358736,Comcast has raised my bill twice without warning,,23-06-2015,14:45:47,Customer Care Call,Minneapolis,Minnesota,55419,closed,No,
366782,"Comcast charges me for 25m connection, Get 5 down/11 up",,25-06-2015,18:47:54,Internet,Minneapolis,Minnesota,55404,closed,No,
248414,Comcast Business not honoring signed contract,,21-04-2015,15:54:00,Customer Care Call,Minnetonka,Minnesota,55435,closed,No,
271592,Transfer of services,,05-04-2015,13:18:44,Internet,Miramar,Florida,33025,closed,No,
338831,COMCAST NIGHTMARE,,13-06-2015,10:53:23,Internet,Miramar,Florida,33027,closed,No,
353876,CHARGED ERRONEOUS FEE ON BILL,,20-06-2015,14:19:44,Customer Care Call,Miramar,Florida,33027,closed,No,
251622,i need help pleas,,23-04-2015,05:10:45,Customer Care Call,Mobile,Alabama,36609,closed,No,
336981,Discriminatory tiered pricing and traffic limitations by Comcast.,,06-12-2015,13:17:37,Internet,Mobile,Alabama,36608,closed,Yes,
362644,Comcast thieves,,24-06-2015,16:17:31,Internet,Modesto,California,95350,open,No,
366339,Low internet quality,,25-06-2015,16:45:36,Customer Care Call,Modesto,California,95355,open,No,
233894,False Advertisement,,14-04-2015,09:23:42,Internet,Mokelumne Hill,California,95245,closed,No,
283148,Comcast Targeted Blocking of Content,,05-11-2015,11:12:44,Internet,Mokena,Illinois,60448,closed,No,
354707,Slow Internet / Monopoly Area,,21-06-2015,15:20:59,Customer Care Call,Monmouth Junction,New Jersey,8852,closed,No,
